ID,Source,Label,Human_annotation_median,Sentence,Category,Split
EsCoLA_5954,GDE36,1,1,Se hicieron sonar las sirenas.,5,train
EsCoLA_183,GDE03,1,1,El shock vitamínico es un tratamiento.,2,train
EsCoLA_5698,GDE36,0,0,Se oía a lo lejos el zumbar monótonamente de las abejas.,10,train
EsCoLA_640,GDE05,0,0,"Cada detective, a quien contrataron para esclarecer los hechos, acabó en el manicomio.",7,train
EsCoLA_10538,GDE65,0,0,Lo que Juan hizo de política fue hablarle a una audiencia juvenil.,7,train
EsCoLA_6690,GDE38,1,1,La reunión duró horas y horas.,1,train
EsCoLA_6889,GDE40,0,0,Cada alumno no hubiera aprobado jamás una asignatura.,9,train
EsCoLA_2177,GDE17,1,0,Muchas más chicas que chicos estaban dispuestos a eso.,13,train
EsCoLA_4662,GDE31,0,0,¿Has encontrado un testigo quien declarar?,7,train
EsCoLA_116,GDE03,1,0,"El capitán venía parado rígido, con las piernas abiertas.",2,train
EsCoLA_251,GDE03,0,0,La supuesta y vieja iglesia románica se derrumbó.,11,train
EsCoLA_10225,GDE65,1,1,Quien lo he visto soy yo.,7,train
EsCoLA_4543,GDE31,1,1,¿Cuántos has vendido de tus libros?,7,train
EsCoLA_5711,GDE36,1,1,María desea plantar rosas en el jardín.,10,train
EsCoLA_3292,GDE23,1,1,Se confiaron mutuamente.,12,train
EsCoLA_4538,GDE31,1,1,"A María, ¿le gusta o no le gusta la música?",7,train
EsCoLA_2902,GDE19,0,0,Hay el chico que no sabes dónde viste.,7,train
EsCoLA_9669,GDE58,1,0,"Juan, más tarde que nunca, llegó ayer.",13,train
EsCoLA_5960,GDE36,1,1,El sol hizo brotar los rosales.,10,train
EsCoLA_9525,GDE56,1,1,Ha escrito más de veinte cartas con la esperanza de encontrar trabajo.,3,train
EsCoLA_8801,GDE51,1,1,Diez kg de cocaína consiguieron entrar por el aeropuerto de Barajas.,9,train
EsCoLA_6084,GDE36,1,1,Viajar en avión permite ganar tiempo.,10,train
EsCoLA_2290,GDE17,1,1,Conocí un chico el doble de alto que tú.,13,train
EsCoLA_588,GDE05,1,1,Leche de esa calidad no se tomaba todos los días.,11,train
EsCoLA_8933,GDE51,1,1,"Si lo llego a saber, no hubiera venido.",9,train
EsCoLA_4849,GDE32,0,0,Duda el hecho de que puedan hacerlo sin ayuda.,14,train
EsCoLA_9588,GDE57,1,1,"Si uno pagaba con dólares, no tenía ningún problema.",12,train
EsCoLA_6007,GDE36,0,0,Julia se permite querer.,10,train
EsCoLA_10144,GDE62,1,1,¡Ah! No quiero criadas a mi lado.,9,train
EsCoLA_4045,GDE29,1,1,Una peca distinguía el rostro de Alejandra del rostro de Georgina.,4,train
EsCoLA_8446,GDE49,1,1,Comprendió que había sido mejor que no estuviera en casa.,8,train
EsCoLA_1457,GDE12,0,0,Es lo tan interesante.,13,train
EsCoLA_9018,GDE52,0,0,Terminó de estar haciéndolo.,9,train
EsCoLA_5278,GDE33,0,0,Le asustaba la idea perderlo todo.,10,train
EsCoLA_138,GDE03,1,1,Unos desaprensivos turistas arrancaron la valla que rodeaba las flores.,7,train
EsCoLA_9969,GDE60,0,0,Creo que ven.,8,train
EsCoLA_4582,GDE31,0,1,¿Qué coche no sabes cómo repararon?,7,train
EsCoLA_6249,GDE36,0,0,"Más que ríe, llora.",12,train
EsCoLA_7869,GDE47,1,1,El alcalde comentó ayer que este año ha habido mucha gente en las fiestas de San Isidro.,8,train
EsCoLA_6698,GDE38,0,1,La reunión tuvo lugar ayer.,3,train
EsCoLA_6113,GDE36,1,1,Es fácil convencer al presidente.,10,train
EsCoLA_7308,GDE42,0,0,La señora se sentó en sendas sillas.,14,train
EsCoLA_4769,GDE32,1,1,Ana se rozó con mi brazo.,5,train
EsCoLA_3321,GDE23,0,0,Chocaron juntos.,3,train
EsCoLA_10353,GDE65,1,1,Cuando lo hicieron fue antes de irse.,10,train
EsCoLA_5707,GDE36,1,1,El médico aconsejó a su paciente dejar el tabaco.,10,train
EsCoLA_2584,GDE19,1,1,La van a pasar mal.,14,train
EsCoLA_6522,GDE38,1,1,Ayer lavé la camisa de Estela.,3,train
EsCoLA_9732,GDE58,1,1,Los abrazo fuertemente.,12,train
EsCoLA_8966,GDE51,0,0,Puso a contárselo.,9,train
EsCoLA_3147,GDE23,1,0,Las transnacionales vendieron la madre patria a sí misma.,6,train
EsCoLA_265,GDE04,0,0,Era muy cortés hasta la adulación.,3,train
EsCoLA_9242,GDE53,0,0,Se despertó no llorando.,3,train
EsCoLA_9786,GDE58,0,1,Por el lado de los bosques me saludaban avellanas que parecían pintadas de bermellón y tan rojas son en esa época del año.,12,train
EsCoLA_1653,GDE15,0,0,Los ojos me lloran para indicar que hay demasiado humo en la sala.,12,train
EsCoLA_4754,GDE32,0,0,Le has gustado deliberadamente a mis amigos.,14,train
EsCoLA_6638,GDE38,0,0,Tenemos a Juan inteligente.,3,train
EsCoLA_3448,GDE24,1,1,Me acerqué a la pizarra.,6,train
EsCoLA_1116,GDE08,0,0,¿Has visto los zapatos de Luis vestido de mujer?,11,train
EsCoLA_4870,GDE32,1,1,¿No sabe usted que su prima lleva un mes sin acercarse por el Centro?,8,train
EsCoLA_2366,GDE17,1,1,Teo es más listo que tonto.,13,train
EsCoLA_7516,GDE42,1,1,Tú ya has bebido bastante.,13,train
EsCoLA_6475,GDE37,1,1,Su propuesta me sigue pareciendo inmejorable.,2,train
EsCoLA_7458,GDE42,0,0,Se le ven unas patas de gallo horroroso.,14,train
EsCoLA_1065,GDE08,0,0,El pesado de vecino se ha ido de vacaciones.,3,train
EsCoLA_9796,GDE58,1,1,¿Iban por allí o calle abajo?,3,train
EsCoLA_9469,GDE56,1,1,¿Verdad que no viniste porque tuvieras hambre?,12,train
EsCoLA_2005,GDE16,1,1,Los árboles crecieron algunos centímetros.,13,train
EsCoLA_3236,GDE23,1,1,Nosotros nos presentamos a nosotros mismos el uno al otro.,6,train
EsCoLA_1002,GDE08,1,1,"No conseguirá ver la línea de demarcación, el límite.",3,train
EsCoLA_939,GDE07,1,1,"Avisó a la policía, como le había recomendado su abogado.",12,train
EsCoLA_5859,GDE36,1,1,Me vio cortar el tronco.,10,train
EsCoLA_8288,GDE48,1,1,Había vivido en Berlín desde la muerte de Strauss.,3,train
EsCoLA_8379,GDE49,1,0,Ignora quién haya venido.,7,train
EsCoLA_9261,GDE53,1,1,"Estando su madre hablándole, Pedro se sentó.",3,train
EsCoLA_9948,GDE60,1,0,Los soberbios sean confundidos.,2,train
EsCoLA_2659,GDE19,0,0,"Ese chico, bajito él, ha venido hoy.",6,train
EsCoLA_3264,GDE23,1,1,Ana y Juan están de acuerdo.,2,train
EsCoLA_4318,GDE30,1,1,Le gastó los ahorros a su hermano.,14,train
EsCoLA_3222,GDE23,1,1,Blas sostiene que los abogados disputan siempre el uno con el otro.,6,train
EsCoLA_10546,GDE65,0,0,Lo que Juan hace es acabar de salir de su casa.,10,train
EsCoLA_6934,GDE40,1,1,No es precisamente moco de pavo.,9,train
EsCoLA_7551,GDE42,1,1,No nos consta dónde fueron ni qué hicieron.,14,train
EsCoLA_3636,GDE25,1,0,En este momento es asesinado uno de los rehenes.,5,train
EsCoLA_10349,GDE65,0,0,Antes de cuando lo hicieron fue antes de irse.,10,train
EsCoLA_7204,GDE41,1,1,Los pasajeros llegaban tanto por tierra como por aire.,12,train
EsCoLA_2371,GDE17,1,1,"Más que a Roma en mayo, quisiera ir a Oslo en marzo.",13,train
EsCoLA_5177,GDE32,0,0,Sólo los tontos se recrean de que al vecino le salgan mal las cosas.,5,train
EsCoLA_5453,GDE34,0,0,No tenía ni idea que había examen.,14,train
EsCoLA_266,GDE04,1,1,"Juan es alto, como Pedro.",13,train
EsCoLA_2864,GDE19,1,1,Me importa hacerlo.,14,train
EsCoLA_613,GDE05,1,1,Todos los jóvenes se conocen.,13,train
EsCoLA_7092,GDE41,0,0,No vi a Marta o a Eloísa y o a Matilde.,12,train
EsCoLA_9498,GDE56,1,1,Hemos usado tus herramientas para arreglar la puerta.,10,train
EsCoLA_2387,GDE17,0,0,Juan hizo tres dibujos más que no retratos.,13,train
EsCoLA_10507,GDE65,0,0,María decía a Juan.,4,train
EsCoLA_96,GDE01,0,1,Hay alfombras cenizas.,11,train
EsCoLA_6158,GDE36,1,1,Julia busca un cuchillo con el que pueda cortar el salmón.,7,train
EsCoLA_6976,GDE40,1,1,El detenido se negó a prestar la más mínima ayuda a la policía para detener a sus cómplices.,9,train
EsCoLA_6466,GDE37,1,1,Pedro parece muy simpático.,2,train
EsCoLA_5268,GDE32,0,0,Dudo una cosa.,1,train
EsCoLA_7953,GDE47,1,1,Todos ayudaron a Juan cuando pintó su casa.,3,train
EsCoLA_1125,GDE08,0,0,Hay unos fondos azules cielo.,3,train
EsCoLA_323,GDE04,1,1,El acuerdo es susceptible de ser revisado.,10,train
EsCoLA_25,GDE01,0,0,Tengo varias ganas de verte.,13,train
EsCoLA_1673,GDE15,1,1,Viven en casa propia.,13,train
EsCoLA_4382,GDE30,1,1,Es útil para el alumno.,11,train
EsCoLA_6105,GDE36,1,1,"Me veo obligado, en vista de las circunstancias, a no prorrogar su beca.",10,train
EsCoLA_4267,GDE30,0,0,"Si le gusta el dinero, es a Luis.",4,train
EsCoLA_7058,GDE40,1,1,¿Ha venido María? No.,9,train
EsCoLA_9978,GDE60,1,1,Pues no tendrías que haberla invitado.,9,train
EsCoLA_9135,GDE52,1,1,Van marcados cuatro goles.,9,train
EsCoLA_6278,GDE36,1,1,Tendrá que volverse.,10,train
EsCoLA_9666,GDE58,1,1,Juan es más alto que su padre.,13,train
EsCoLA_8134,GDE48,1,1,Alfredo dio un do muy agudo cuando él estaba en la ducha.,6,train
EsCoLA_6488,GDE37,1,1,Eso le parece poco.,2,train
EsCoLA_6335,GDE37,0,0,Guapa es María.,2,train
EsCoLA_7912,GDE47,1,1,El concursante dará unos minutos la mano a la modelo que se siente a su lado durante la prueba.,7,train
EsCoLA_723,GDE06,0,0,Pasó la salida por el tren.,4,train
EsCoLA_1464,GDE12,0,0,Un cada amigo me traicionó.,13,train
EsCoLA_399,GDE04,1,0,Ya estoy pago.,2,train
EsCoLA_10029,GDE61,0,1,¿Ha movido alguna vez un dedo por ti o no?,7,train
EsCoLA_10145,GDE62,1,1,¡Digo! Sé de memoria todos los escaparates de Madrid.,4,train
EsCoLA_5509,GDE34,0,0,Te apuesto lo que quieras que no subes ahí.,8,train
EsCoLA_10073,GDE61,1,1,¿Me puede usted decir la hora?,7,train
EsCoLA_930,GDE07,1,1,Esta es la novela de la cual acaban de aparecer varias traducciones a idiomas extranjeros.,7,train
EsCoLA_1169,GDE12,1,1,Hace falta una cuchara con que remover.,10,train
EsCoLA_3038,GDE21,1,1,"Tienen la costumbre de ir a cortar un árbol ahí a Matute, a Matute que lo llamamos donde está el río.",7,train
EsCoLA_5264,GDE32,0,0,Es de esperar llegar a tiempo.,2,train
EsCoLA_9388,GDE53,0,0,Hay un hospital subiendo la calle a la pata coja.,3,train
EsCoLA_5231,GDE32,1,0,Juan me animó a que siguiera clases de chino.,14,train
EsCoLA_4327,GDE30,1,1,Irene no le habla a Adela.,14,train
EsCoLA_8717,GDE51,1,1,Se tuvo que marchar.,9,train
EsCoLA_3598,GDE25,1,1,Juan ha cocido las patatas.,1,train
EsCoLA_2009,GDE16,1,1,El experto valoró el piso en doce millones.,13,train
EsCoLA_2613,GDE19,1,1,No pudo llegar hasta ti.,3,train
EsCoLA_8160,GDE48,1,1,Alguien es huérfano si sus padres han muerto.,12,train
EsCoLA_10198,GDE65,0,0,El que ha venido Juan es.,7,train
EsCoLA_2827,GDE19,0,0,Lo cuento con acabar.,14,train
EsCoLA_9971,GDE60,0,0,Creo que haber venido.,8,train
EsCoLA_9367,GDE53,1,1,La cara de Luis cuando escribe a máquina es graciosa.,3,train
EsCoLA_7549,GDE42,1,1,¿Te interesa quiénes son y cómo han llegado?,14,train
EsCoLA_6076,GDE36,1,1,"A Julia le encantaría viajar a China, pero sus amigos no pueden viajar a China.",12,train
EsCoLA_4041,GDE29,1,1,Querías forzarlo a disponer antes de tiempo.,10,train
EsCoLA_7631,GDE42,0,0,Así de jugadores se lesionó.,14,train
EsCoLA_6074,GDE36,1,1,La Traviata no puede ser cantada por esta soprano.,5,train
EsCoLA_6177,GDE36,1,1,No sabe a quién regaló el libro.,7,train
EsCoLA_5009,GDE32,1,1,Me mandó hacer esto.,14,train
EsCoLA_552,GDE05,1,1,La nuera trabaja de noche.,13,train
EsCoLA_838,GDE07,1,1,Un libro que me recomendó el profesor.,7,train
EsCoLA_8477,GDE49,0,0,Pienso haber cumplido Luis su compromiso.,10,train
EsCoLA_7048,GDE40,1,1,Quise llamarte pero no pude.,9,train
EsCoLA_7167,GDE41,1,1,Domingo cantaba y canta en la ópera de Los Angeles.,12,train
EsCoLA_5873,GDE36,1,1,Las oímos cantar por la radio.,14,train
EsCoLA_2029,GDE16,0,0,Había ambos peligros imaginables.,13,train
EsCoLA_3,GDE01,1,1,Lo que tienes delante es agua.,2,train
EsCoLA_620,GDE05,1,1,Los dos tienen una casa en el campo.,13,train
EsCoLA_5281,GDE33,1,1,"La solución, que los vehículos circulen en días alternos, no es satisfactoria.",8,train
EsCoLA_1870,GDE16,1,1,A los niños les regalaron una bicicleta a cada uno.,13,train
EsCoLA_3378,GDE24,1,1,Ellos tienen una casa bonita.,3,train
EsCoLA_914,GDE07,1,1,El abrazo con que me despidió fue emocionante.,7,train
EsCoLA_4701,GDE32,0,0,Le atenaza el que sus hijos quieran olvidarla.,8,train
EsCoLA_5049,GDE32,0,0,El niño cayó a la piscina a que lo vieran.,12,train
EsCoLA_4554,GDE31,1,1,¿Dónde vive María?,7,train
EsCoLA_3741,GDE26,1,1,Al culpable se le buscó por varios países.,14,train
EsCoLA_4152,GDE30,1,1,Pedro trabaja para sus hijos.,4,train
EsCoLA_5780,GDE36,1,1,Parece que este niño pronto echará a andar.,8,train
EsCoLA_2649,GDE19,1,1,Juan quiere lavar él el coche.,6,train
EsCoLA_1310,GDE12,1,1,"Había terminado de escribir una novela, que después tendría un gran éxito.",7,train
EsCoLA_6759,GDE39,1,1,Pasó el río con el agua a la cintura.,3,train
EsCoLA_9707,GDE58,1,1,Es un hombre feliz de tantos amigos como tiene.,12,train
EsCoLA_5921,GDE36,1,1,Han hecho revisar el piso a un ingeniero.,4,train
EsCoLA_3925,GDE27,0,1,Anochece lluvioso.,3,train
EsCoLA_8239,GDE48,1,1,No lo haré porque lo digas tú o lo diga ella.,12,train
EsCoLA_8045,GDE48,1,1,Llegó ese día de que te hablo.,3,train
EsCoLA_7736,GDE43,1,1,Las palabras del Decano fueron más aplaudidas que las del Rector.,14,train
EsCoLA_3245,GDE23,0,0,Los dos se veían desde lejos el uno del otro.,6,train
EsCoLA_9324,GDE53,0,0,Juan me habló como mirándome a los ojos.,3,train
EsCoLA_4401,GDE30,1,1,¿Es a todos o a unos pocos a quienes nos es hostil aquel ambiente?,7,train
EsCoLA_8484,GDE49,0,0,¿Crees que haya conseguido ver al ministro?,14,train
EsCoLA_6973,GDE40,1,1,Raramente puede hacer nada de lo que planea.,9,train
EsCoLA_7199,GDE41,0,1,Tanto el niño como la niña se fueron juntos.,12,train
EsCoLA_10292,GDE65,1,1,Juan no come nada.,9,train
EsCoLA_4481,GDE30,0,0,Nacho le sabe la partitura al profesor.,14,train
EsCoLA_2413,GDE17,1,1,Juan es el más alto de todos esos chicos.,13,train
EsCoLA_8592,GDE50,1,1,"Aunque hubiera llovido, habríamos salido de excursión.",14,train
EsCoLA_8147,GDE48,1,1,Juan se dio cuenta de todo cuando María ya lo había descubierto.,3,train
EsCoLA_9820,GDE59,1,1,"Aunque estoy perfectamente informado de su caso, en la reunión de ayer no pude hacer nada por usted.",12,train
EsCoLA_4099,GDE30,1,1,Compuso una sonata para los niños.,4,train
EsCoLA_6515,GDE37,1,1,María me parece inteligente.,2,train
EsCoLA_9414,GDE54,1,1,"Puesto que te empeñas, te lo diré.",12,train
EsCoLA_424,GDE04,1,1,El nuevo museo romano de Mérida ha sido construido por Rafael Moneo.,4,train
EsCoLA_3447,GDE24,0,0,Pablo le dio un litro de gasolina al coche.,14,train
EsCoLA_8300,GDE48,1,1,María caminó sin rumbo hasta las ocho.,3,train
EsCoLA_2376,GDE17,0,0,Juan probó la tarta más que se comió el pastel.,13,train
EsCoLA_7197,GDE41,0,0,"Entre no sólo Pedro, sino Juan, levantaron el piano.",12,train
EsCoLA_1947,GDE16,1,1,Los soldados eran todo ímpetu y coraje.,13,train
EsCoLA_5106,GDE32,1,1,Y la abuela decía que si aguantaba a veranear así era por su hijo y los nietos.,8,train
EsCoLA_3076,GDE23,1,1,Nosotras hablamos siempre de mí.,6,train
EsCoLA_8745,GDE51,1,1,El niño parece que está contento.,2,train
EsCoLA_7221,GDE41,1,1,Espero que tanto Ana estudie Filología como que Rosa estudie Veterinaria.,12,train
EsCoLA_8341,GDE49,1,1,Si viene lo recibirá el ministro.,12,train
EsCoLA_7389,GDE42,1,1,Pues intervendrá algún ignorante de esos.,14,train
EsCoLA_7612,GDE42,0,0,"Se echaron a la calle, unos asustados y otros excitados por el terremoto, medio país.",14,train
EsCoLA_5372,GDE34,1,1,"Enseguida que lo supieron, salieron corriendo.",3,train
EsCoLA_3003,GDE21,1,1,"Nunca he temido a Luisa, pero Pedro sí le teme.",14,train
EsCoLA_1529,GDE13,1,1,Son unos chivatos.,13,train
EsCoLA_3233,GDE23,1,1,Los amigos se escriben los unos a los otros con regularidad.,6,train
EsCoLA_738,GDE07,0,0,¿Qué libro Luis te regaló?,7,train
EsCoLA_7032,GDE40,1,1,Ese trabajo resulta más difícil de lo que nadie piensa.,9,train
EsCoLA_8733,GDE51,1,1,Las patatas se consiguió venderlas a tiempo.,9,train
EsCoLA_5292,GDE33,1,1,¿Qué posibilidades de que sea cierto hay?,14,train
EsCoLA_2026,GDE16,0,0,Todos hombres son iguales.,13,train
EsCoLA_1900,GDE16,1,1,Ana tiene muchos más problemas de los que ella dice.,13,train
EsCoLA_53,GDE01,1,1,Se acepta en el mundo intelectual.,11,train
EsCoLA_7305,GDE42,1,1,Creo que llegan hoy.,3,train
EsCoLA_6354,GDE37,1,1,"No, no es ese el director del banco.",2,train
EsCoLA_3637,GDE25,1,1,En aquel momento era asesinado un rehén.,5,train
EsCoLA_6617,GDE38,0,0,María quiere falso el resultado.,2,train
EsCoLA_8946,GDE51,1,1,No tienes por qué decirlo.,7,train
EsCoLA_3272,GDE23,0,1,Ambas palabras son iguales.,13,train
EsCoLA_10355,GDE65,1,1,Lo hicimos entre tú y yo.,6,train
EsCoLA_736,GDE07,1,1,El libro que me regaló Luis era muy interesante.,7,train
EsCoLA_5207,GDE32,1,1,Ese mismo día le mandó a casa de la concubina sus dos baúles de ropa.,3,train
EsCoLA_5450,GDE34,0,0,Da la impresión que no se acuerda de nada.,14,train
EsCoLA_1212,GDE12,0,0,La policía ha movilizado a todos sus efectivos para el prevenir atentados.,10,train
EsCoLA_8853,GDE51,0,1,"Aunque me moriré, estoy tranquila.",12,train
EsCoLA_9604,GDE57,1,1,¿Quieres beber algo?,7,train
EsCoLA_4396,GDE30,1,1,Al Barça es a quien le era corto el resultado.,4,train
EsCoLA_3994,GDE28,1,1,¿Has visto a Dorotea?,4,train
EsCoLA_381,GDE04,1,1,Está ansioso de regresar.,14,train
EsCoLA_7827,GDE43,1,1,Habla más alto.,13,train
EsCoLA_10389,GDE65,1,1,Viven aquí.,3,train
EsCoLA_7988,GDE48,0,1,"Cuando llegamos, ya había empaquetado la televisión en diez minutos y no pudimos hacer nada.",3,train
EsCoLA_1628,GDE15,1,1,Los dos coches perdieron el volante en el accidente.,13,train
EsCoLA_659,GDE05,1,1,"Chaqueta, compra una de lana.",11,train
EsCoLA_10092,GDE61,1,1,No podía haber acudido a nadie más que a Juan.,9,train
EsCoLA_9837,GDE59,1,1,Se casará con ella a despecho de su familia.,3,train
EsCoLA_4903,GDE32,1,1,Se lo vi tomar.,14,train
EsCoLA_7186,GDE41,1,1,La candidata repitió y repitió la misma frase.,12,train
EsCoLA_614,GDE05,1,1,Todos los jóvenes se parecen.,13,train
EsCoLA_3791,GDE27,0,0,La noche anochecía.,1,train
EsCoLA_338,GDE04,1,1,Fue declarado culpable.,2,train
EsCoLA_7674,GDE42,0,0,Eso es tumores.,14,train
EsCoLA_1502,GDE13,0,0,"Después de botellas de vino, llegaron los entrantes.",3,train
EsCoLA_3009,GDE21,1,1,A mis sobrinas se les conoce sólo cuando se les trata.,14,train
EsCoLA_1756,GDE16,0,0,Todo oro se ha extraído de la mina.,13,train
EsCoLA_7741,GDE43,0,0,La hija de María tiene mejor carácter que el de Julia.,14,train
EsCoLA_199,GDE03,1,1,No compraré la casa vieja de ventanas enrejadas.,11,train
EsCoLA_7835,GDE43,0,0,"Vino, pero no sé quién.",14,train
EsCoLA_8803,GDE51,0,1,Diez kg lo consiguieron.,14,train
EsCoLA_3326,GDE23,0,0,Ana dice que Rosa se fía a sí misma.,6,train
EsCoLA_3244,GDE23,1,1,Los dos se veían lejos el uno del otro.,6,train
EsCoLA_1266,GDE12,0,0,"Me faltaba el aire, así que salí a tomar uno.",13,train
EsCoLA_2470,GDE17,0,0,Compré más libros de los libros que compraste tú.,13,train
EsCoLA_1133,GDE12,1,1,Ahora resulta que el rector no sabía nada de todo esto.,9,train
EsCoLA_10350,GDE65,0,0,Después de cuando lo hicieron fue antes de irse.,10,train
EsCoLA_249,GDE03,0,1,El extraordinario y famoso arquitecto murió.,11,train
EsCoLA_6334,GDE37,1,1,Luis es un profesor.,2,train
EsCoLA_7277,GDE41,1,1,"Le dieron permiso bien a Miguelito, o bien a Mafalda.",12,train
EsCoLA_6577,GDE38,1,1,Colgó los cuadros juntos.,3,train
EsCoLA_4299,GDE30,1,1,La abuela les preparó un estofado a los vecinos para sus padres.,4,train
EsCoLA_3825,GDE27,0,0,Los llevo aquí.,14,train
EsCoLA_10055,GDE61,0,0,Esta es manera de tratar a un amigo.,10,train
EsCoLA_6547,GDE38,1,1,La enferma tembló asustada.,2,train
EsCoLA_9587,GDE57,1,1,"Viajando en avión, se gana tiempo.",3,train
EsCoLA_325,GDE04,1,1,"Como era de temer, vino.",10,train
EsCoLA_10376,GDE65,1,1,Como lo hizo Juan fue con lentitud.,3,train
EsCoLA_7150,GDE41,1,1,"Mis primos hicieron, y mis hermanos deshicieron, un castillo de arena en la playa.",12,train
EsCoLA_4820,GDE32,1,1,No firmar la petición puede transformar vuestra amistad en enemistad.,10,train
EsCoLA_1093,GDE08,0,0,Es un traductor.,2,train
EsCoLA_4239,GDE30,1,1,El banco perdonará la deuda.,1,train
EsCoLA_963,GDE08,1,1,Miquel y el padre de Laura siempre llegan tarde.,3,train
EsCoLA_2973,GDE20,1,0,"A Laura, parece que la van a contratar a ella, pero no a su esposo.",14,train
EsCoLA_9355,GDE53,1,1,Juan está en el jardín regando las plantas.,3,train
EsCoLA_7487,GDE42,0,0,"Irrumpieron dos niños con una mujer en el salón, esta desgreñada y aquella chillando como locos.",14,train
EsCoLA_5484,GDE34,1,1,"Voy a comprar a la tienda de la esquina, a la que también van mi padres.",7,train
EsCoLA_9499,GDE56,1,1,Ser alto y guapo no basta para trabajar de modelo.,10,train
EsCoLA_8400,GDE49,1,1,Estoy muy satisfecha de que supo terminarlo solo.,14,train
EsCoLA_3726,GDE26,1,1,Se contrataron soldados.,5,train
EsCoLA_5478,GDE34,0,0,Llevo al niño a un colegio que el director es amigo mío.,7,train
EsCoLA_6909,GDE40,1,0,No conozco un periodista que haya estado jamás en el Tíbet.,9,train
EsCoLA_4366,GDE30,1,1,Esta experiencia le es amarga a un niño.,14,train
EsCoLA_4337,GDE30,1,1,Roberto le pisó la cola al gato.,14,train
EsCoLA_3185,GDE23,0,0,El magistrado se reconoció el error.,5,train
EsCoLA_7637,GDE42,1,1,Las flores se pueden coger allí.,14,train
EsCoLA_5795,GDE36,1,1,El circuito resultó no reunir las debidas garantías de seguridad.,10,train
EsCoLA_1866,GDE16,1,1,Los dependientes fueron obligados a atender cada uno a un cliente.,13,train
EsCoLA_2843,GDE19,1,1,Dijiste haberlo terminado.,14,train
EsCoLA_10319,GDE65,0,0,A quien le persigue es a él.,7,train
EsCoLA_8145,GDE48,0,1,Pepe habrá acabado la tesis una vez que lleguen sus padres.,3,train
EsCoLA_6140,GDE36,1,1,Los rebeldes dicen ser comunistas.,10,train
EsCoLA_1581,GDE15,1,1,Ha leído tres artículos míos.,13,train
EsCoLA_8038,GDE48,1,1,Confesó que había estado en Berlín dos años antes.,3,train
EsCoLA_3639,GDE25,1,1,Juan es muy querido.,2,train
EsCoLA_6767,GDE39,1,1,Está con los brazos cruzados.,3,train
EsCoLA_8357,GDE49,0,0,No digo que es inteligente.,14,train
EsCoLA_5452,GDE34,0,0,He llegado a la conclusión que no valgo para nada.,14,train
EsCoLA_2454,GDE17,1,1,Es esta mi habitación favorita.,2,train
EsCoLA_9207,GDE53,1,1,Ganó un premio literario escribiendo.,3,train
EsCoLA_4187,GDE30,1,1,Expuso sus argumentos al director.,4,train
EsCoLA_7858,GDE47,0,0,El jueves Juan se olvidó de llamar a María al día siguiente.,3,train
EsCoLA_4922,GDE32,1,1,Eva dijo que nunca había visto nada parecido.,8,train
EsCoLA_9117,GDE52,1,1,Llevan invertidos cientos de millones.,9,train
EsCoLA_2082,GDE17,1,1,Juan trabaja tan duramente como trabajas tú.,13,train
EsCoLA_3509,GDE24,1,1,Publicarán las reseñas de ese artículo.,3,train
EsCoLA_919,GDE07,1,1,La empresa en que trabajo desde hace dos años se dedica a la fotografía.,7,train
EsCoLA_5298,GDE33,0,0,El hecho de aquello nos sorprendió.,11,train
EsCoLA_967,GDE08,1,1,Miguel o su hermano sabrán decirte qué debes hacer para sacar este clavo.,10,train
EsCoLA_8883,GDE51,1,1,Me puse a contárselo.,9,train
EsCoLA_7416,GDE42,1,1,"El niño, ojos todo él, observaba nuestros gestos.",14,train
EsCoLA_4495,GDE30,1,1,Charo te aburre a la clientela.,4,train
EsCoLA_1817,GDE16,1,1,Estos libros son todos del mismo autor.,13,train
EsCoLA_7684,GDE42,0,0,Esta gente es vecinos míos.,14,train
EsCoLA_10480,GDE65,1,1,Parece que a Juan ella le ha traído disgustos.,14,train
EsCoLA_8930,GDE51,1,1,El profesor vino a decimos que habíamos suspendido.,8,train
EsCoLA_7159,GDE41,0,0,La salida y llegada está suspendida.,12,train
EsCoLA_7441,GDE42,1,1,"Los chicos, los que lo sabían, fueron a recoger su premio.",14,train
EsCoLA_10181,GDE62,0,0,Dime qué el niño ha roto.,7,train
EsCoLA_2725,GDE19,0,0,Lo vi eso.,14,train
EsCoLA_1286,GDE12,1,1,Se puso un sombrero fuera de lo corriente.,13,train
EsCoLA_2986,GDE20,0,1,"En cuanto a Max, Félix le pegó a Max y luego le pegó a Bill.",14,train
EsCoLA_8746,GDE51,1,1,Parece haber poca gente.,2,train
EsCoLA_7278,GDE41,1,1,Iremos bien a mi casa o bien a la tuya.,12,train
EsCoLA_2196,GDE17,1,1,Juan regaló más láminas de Goya que de Velázquez a más amigos.,13,train
EsCoLA_6726,GDE39,1,1,"Sin duda, llegaremos a tiempo.",12,train
EsCoLA_6864,GDE40,1,1,Dedicaron el todavía sin acabar monumento al señor alcalde.,4,train
EsCoLA_8601,GDE50,0,0,"Con todo lo que hayamos hecho por él, ahora ni nos saluda.",14,train
EsCoLA_3970,GDE28,1,1,Deja el agua correr.,10,train
EsCoLA_1110,GDE08,1,1,Describió a Juan en pijama.,2,train
EsCoLA_5773,GDE36,1,1,Juan parece saber inglés.,2,train
